rec_id,first_name,second_name,last_name,region,birth_date,personal_id
rec-0000-org,ZOFIA,MARIA,BUDZYŃSKA,MAZOWIECKIE,29/03/1957,TKN596723
rec-0001-org,HELENA,BARBARA,SKIBIŃSKA,WIELKOPOLSKIE,27/09/1950,WLS959875
rec-0002-org,OLIWIA,ZUZANNA,BARAN,DOLNOŚLĄSKIE,22/08/2011,CAT916629
rec-0003-org,ANTONINA,MAGDALENA,STAŃCZAK,ŁÓDZKIE,15/05/1978,AKW212515
rec-0004-org,HELENA,KAJA,GÓRA,PODLASKIE,14/08/2000,PND978638
rec-0005-dup-0,LENA,KATIA,GRELAK,ŚLĄSKIE,08/08/1979,
rec-0005-org,LENA,KATIA,GRZELAK,ŚLĄSKIE,08/08/1997,EFZ260426
rec-0006-dup-0,MAJA,,LYSOTZKA,MAŁOPOLSKIE,11/01/1944,ZZE276758
rec-0006-org,MAJA,ANNA,WYSOCKA,MAŁOPOLSKIE,11/01/1944,ZZE275758
rec-0007-org,ZOFIA,IRENA,MATUSZEWSKA,DOLNOŚLĄSKIE,07/05/1989,MWZ756133
rec-0008-dup-0,,,ROKITZKA,ZACHODNIOPOMORSKIE,16/08/1955,WFX468408
rec-0008-org,POLA,WIKTORIA,ROKICKA,ZACHODNIOPOMORSKIE,16/08/1955,WFX468408
rec-0009-org,OLIWIA,AURELIA,KANIA,ZACHODNIOPOMORSKIE,05/07/1969,JSX354787
rec-0010-org,POLA,TERESA,SZYMAŃSKA,LUBELSKIE,14/03/1948,ERY506145
rec-0011-org,GABRIELA,MICHALINA,KOŁODZIEJCZYK,ŚLĄSKIE,18/05/2001,RCD262073
rec-0012-org,GABRIELA,SABINA,SZYMCZYK,PODLASKIE,21/08/1996,FNE771034
rec-0013-org,OLIWIA,AMELIA,LEWANDOWSKA,MAŁOPOLSKIE,08/06/1962,LCG552168
rec-0014-org,ZUZANNA,RITA,WYPYCH,MAŁOPOLSKIE,14/03/1981,PFX668623
rec-0015-dup-0,OLIWYA,,KRÓL,WIELKOPOLSKIE,05/01/1968,HPY622709
rec-0015-org,OLIWIA,MARTA,KRÓL,WIELKOPOLSKIE,05/01/1986,HPY622709
rec-0016-org,AGATA,ANETA,NOWAK,ŚLĄSKIE,28/09/1979,EEW555285
rec-0017-org,DOMINIKA,KAROLINA,PAPROCKA,OPOLSKIE,31/10/1979,FWS039418
rec-0018-org,MIA,AMELIA,SZYMCZYK,WARMIŃSKO-MAZURSKIE,16/09/1934,WND808987
rec-0019-org,RITA,ALEKSANDRA,KULA,PODLASKIE,01/10/2009,JLL166518
rec-0020-dup-0,,,SERAFIN,ŁÓDZKIE,16/05/1966,KTZ1u6795
rec-0020-org,ALEKSANDRA,JADWIGA,SERAFIN,ŁÓDZKIE,16/05/1966,KTZ186795
rec-0021-org,HANNA,JADWIGA,SROKA,DOLNOŚLĄSKIE,22/11/1965,WSC078351
rec-0022-org,POLA,TERESA,KOWALSKA,WARMIŃSKO-MAZURSKIE,18/08/2004,SGE071815
rec-0023-dup-0,PAULYNA,,NA,MAZOWIECKIE,21/08/2002,WCE602941
rec-0023-org,PAULINA,KRYSTYNA,PAWLAK,MAZOWIECKIE,21/08/2002,WCE602941
rec-0024-org,ZOJA,MIROSŁAWA,MAJKOWSKA,KUJAWSKO-POMORSKIE,23/07/1951,DWR169451
rec-0025-org,KATARZYNA,STEFANIA,CHOJNACKA,MAZOWIECKIE,24/05/1983,GSX428027
rec-0026-org,NELA,JADWIGA,GALIŃSKA,PODKARPACKIE,13/06/1963,NJA373700
rec-0027-dup-0,ALITZJA,,NA,LUBELSKIE,28/02/1984,DZE991355
rec-0027-org,ALICJA,FAUSTYNA,CIEŚLIK,LUBELSKIE,28/02/1984,DZE991355
rec-0028-org,JULIA,JADWIGA,WOJTKOWIAK,WIELKOPOLSKIE,18/10/2003,XMA250776
rec-0029-org,HELENA,MARIA,JANICKA,ŁÓDZKIE,02/11/1986,EAP724552
rec-0030-dup-0,ANNA,,KRUCŻEK,WIELKOPOLSKIE,31/07/1954,NES284780
rec-0030-org,ANNA,ZOFIA,KRUCZEK,WIELKOPOLSKIE,31/07/1945,NES284780
rec-0031-dup-0,ALEKSANDRA,,NA,WARMIŃSKO-MAZURSKIE,18/12/2006,DPC3y38y3
rec-0031-org,ALEKSANDRA,IRENA,GÓRAL,WARMIŃSKO-MAZURSKIE,18/12/2006,DPC373863
rec-0032-org,OLIVIA,KORNELIA,SOBOLEWSKA,WIELKOPOLSKIE,05/10/1982,APX501075
rec-0033-org,KLARA,MARIA,CIOŁEK,ZACHODNIOPOMORSKIE,02/07/1955,GTM037298
rec-0034-org,LAURA,NIKOLA,KARCZEWSKA,MAŁOPOLSKIE,24/01/1961,RYS768116
rec-0035-org,OLGA,MARIA,DĄBROWSKA,DOLNOŚLĄSKIE,11/03/1977,DWM603398
rec-0036-org,LILIANA,MERCEDES,MISZTAL,ŚLĄSKIE,04/08/1950,AWE389651
rec-0037-org,GABRIELA,TERESA,BIELIŃSKA,PODKARPACKIE,29/03/1983,KNM598058
rec-0038-org,HANNA,MARIA,JASIŃSKA,MAŁOPOLSKIE,18/02/1970,WSH947670
rec-0039-org,NIKA,MARIA,TOMCZYK,PODLASKIE,16/12/1988,KGD097221
rec-0040-dup-0,ANIYELA,JUSTYNA,ŻAGÓRSKA,LUBELSKIE,09/02/2060,ZPM154332
rec-0040-org,ANIELA,JUSTYNA,ZAGÓRSKA,LUBELSKIE,09/02/2006,ZPM154332
rec-0041-dup-0,VIKTORIA,ANIELA,SKYBA,POMORSKIE,10/11/2014,CCTo43148
rec-0041-org,WIKTORIA,ANIELA,SKIBA,POMORSKIE,10/11/2014,CCT043138
rec-0042-org,ULIANA,KINGA,MALINOWSKA,LUBUSKIE,15/10/1995,RKS057654
rec-0043-org,OLIWIA,ZUZANNA,CHRZANOWSKA,KUJAWSKO-POMORSKIE,31/03/1973,PFG338806
rec-0044-dup-0,LILIANA,EWA,STAŃCŹYK,ZACHODNIOPOMORSKIE,16/03/1918,
rec-0044-org,LILIANA,EWA,STAŃCZYK,ZACHODNIOPOMORSKIE,16/03/1981,NME934283
rec-0045-org,MAJA,ANNA,ZARĘBA,DOLNOŚLĄSKIE,25/05/1978,ELH518523
rec-0046-dup-0,,,NA,ŚWIĘTOKRZYSKIE,30/10/1959,MNJ107406
rec-0046-org,SARA,IRENA,BORYS,ŚWIĘTOKRZYSKIE,30/10/1959,MNJ107406
rec-0047-dup-0,AGNYESRZKA,MARIA,SZEWTZZYK,ŁÓDZKIE,26/09/1964,PMG056714
rec-0047-org,AGNIESZKA,MARIA,SZEWCZYK,ŁÓDZKIE,26/09/1946,PMG056714
rec-0048-org,LUIZA,ROZALIA,MICHALAK,WIELKOPOLSKIE,18/04/1975,PPA869544
rec-0049-org,MALWINA,ANNA,MALEC,LUBELSKIE,22/06/1949,FFY358961
rec-0050-dup-0,OLYIWIIA,DOROTA,MACIIEJEWSKA,WIELKOPOLSKIE,26/11/1971,
rec-0050-org,OLIWIA,DOROTA,MACIEJEWSKA,WIELKOPOLSKIE,26/11/1971,WCD697241
rec-0051-org,POLA,JUSTYNA,CZERWIŃSKA,MAŁOPOLSKIE,29/09/2002,EWW062383
rec-0052-org,DAGMARA,MARIA,DUDA,MAZOWIECKIE,18/02/1978,ZCL041375
rec-0053-org,LORENA,ALEKSANDRA,ŻUK,LUBELSKIE,02/02/1980,JWK208885
rec-0054-dup-0,KAROLIINA,,GÓRNA,LUBELSKIE,22/10/2010,DCN986817
rec-0054-org,KAROLINA,ALICJA,GÓRNA,LUBELSKIE,22/10/2010,DCN996817
rec-0055-org,TOLA,ANNA,MUSZYŃSKA,MAŁOPOLSKIE,11/05/1985,JYR219554
rec-0056-dup-0,GABRYELA,BARBARA,NA,PODKARPACKIE,25/11/1984,RYA941934
rec-0056-org,GABRIELA,BARBARA,GÓRNIAK,PODKARPACKIE,25/11/1984,RYA941034
rec-0057-org,ALICJA,BARBARA,GŁOGOWSKA,MAZOWIECKIE,07/06/1971,KAF797879
rec-0058-org,MAJA,ŁUCJA,KUROWSKA,MAZOWIECKIE,14/07/1944,NNR731600
rec-0059-dup-0,,JULITA,URBANEK,WIELKOPOLSKIE,30/08/1947,ZSR598554
rec-0059-org,LILIANNA,JULITA,URBANEK,WIELKOPOLSKIE,30/08/1974,ZSR590554
rec-0060-org,ANNA,MARIA,KAŹMIERCZAK,ŁÓDZKIE,25/12/1956,AJW106400
rec-0061-dup-0,,,NA,MAŁOPOLSKIE,29/01/1983,KSS928948
rec-0061-org,KAJA,IZABELA,OSTROWSKA,MAŁOPOLSKIE,29/01/1983,KSS928948
rec-0062-dup-0,AURELIA,,MAŚLANKA,LUBUSKIE,22/10/1916,
rec-0062-org,AURELIA,MARIA,MAŚLANKA,LUBUSKIE,22/10/1961,EME713829
rec-0063-org,OLIWIA,WIESŁAWA,GŁOWACKA,MAŁOPOLSKIE,10/02/1977,YJC054749
rec-0064-org,ZUZANNA,AGNIESZKA,GAŁĄZKA,MAŁOPOLSKIE,12/04/1984,NGL302445
rec-0065-dup-0,ZOFYA,,GAŁKA,MAŁOPOLSKIE,09/12/1957,GZA989394
rec-0065-org,ZOFIA,NIKOLA,GAŁKA,MAŁOPOLSKIE,09/12/1957,GZA999394
rec-0066-org,NIKOLA,HELENA,KUCZYŃSKA,MAZOWIECKIE,09/05/1970,WAF858714
rec-0067-org,JULIA,ANIELA,JANKOWSKA,KUJAWSKO-POMORSKIE,26/08/1963,AHD034564
rec-0068-org,IGA,AMELIA,WOJDA,ŁÓDZKIE,16/10/1948,HJR562842
rec-0069-dup-0,LYILYANA,LAURA,NA,ŁÓDZKIE,28/11/1980,
rec-0069-org,LILIANA,LAURA,KOMOROWSKA,ŁÓDZKIE,28/11/1980,EDD944638
rec-0070-org,LILA,NADIA,KISIEL,KUJAWSKO-POMORSKIE,13/05/2012,FYM837553
rec-0071-org,GAJA,DARIA,ROMANOWSKA,MAZOWIECKIE,24/04/1960,CHX223535
rec-0072-org,MAJA,MAGDALENA,KITA,MAZOWIECKIE,26/06/1959,CEL884812
rec-0073-org,OLIVIYA,WERONIKA,MORAWSKA,ZACHODNIOPOMORSKIE,26/03/1932,CTD602477
rec-0074-org,WIKTORIA,MARIA,KULA,MAZOWIECKIE,01/07/1989,YSN670635
rec-0075-org,ZUZANNA,MAJA,KOPROWSKA,MAŁOPOLSKIE,25/05/1954,TSJ389455
rec-0076-dup-0,,ŁUCJA,JABŁONSKA,POMORSKIE,19/07/1938,DHS301745
rec-0076-org,ADRIANNA,ŁUCJA,JABŁOŃSKA,POMORSKIE,19/07/1983,DHS301745
rec-0077-org,BIANKA,LILIANA,MICHALIK,DOLNOŚLĄSKIE,26/06/2019,NYX709068
rec-0078-dup-0,MARIA,,CHMIELEWSKA,,24/02/1967,
rec-0078-org,MARIA,ANNA,CHMIELEWSKA,POMORSKIE,24/02/1967,KHM193989
rec-0079-dup-0,STEFANIIA,,SKIBA,ŚLĄSKIE,11/05/1968,
rec-0079-org,STEFANIA,SOPHIE,SKIBA,ŚLĄSKIE,11/05/1968,XJS153713
rec-0080-dup-0,KLARA,,TOKARCŹYK,WIELKOPOLSKIE,20/06/1906,EKR981168
rec-0080-org,KLARA,BARBARA,TOKARCZYK,WIELKOPOLSKIE,20/06/1960,EKR981168
rec-0081-org,HANNA,ALDONA,WÓJCICKA,MAŁOPOLSKIE,17/11/1990,JZE696153
rec-0082-org,POLA,OLIWIA,CHRZANOWSKA,OPOLSKIE,04/09/1965,YLN483478
rec-0083-org,AMELIA,ANNA,PAWLIK,MAZOWIECKIE,04/12/1994,ENC979277
rec-0084-org,KLARA,IWONA,NIEWIADOMSKA,OPOLSKIE,30/11/2003,LMA203651
rec-0085-dup-0,ADRIANNA,NINA,KOZŁOŁSKA,,27/07/1969,YYW247433
rec-0085-org,ADRIANNA,NINA,KOZŁOWSKA,MAZOWIECKIE,27/07/1969,YYW247434
rec-0086-org,ANTONINA,HANNA,MAJEWSKA,DOLNOŚLĄSKIE,02/07/2003,FFM861643
rec-0087-org,ANTONINA,IGA,OLSZAK,MAZOWIECKIE,15/08/1990,JSA813416
rec-0088-org,OLIWIA,RITA,CZAPLA,KUJAWSKO-POMORSKIE,07/06/1999,HNE970507
rec-0089-org,DOMINIKA,MALINA,STĘPIEŃ,ŁÓDZKIE,14/12/1961,AYY686554
rec-0090-dup-0,,,MARZUR,MAŁOPOLSKIE,07/03/2007,RMP189622
rec-0090-org,POLA,MARIA,MAZUR,MAŁOPOLSKIE,07/03/2007,RMP189622
rec-0091-dup-0,,PATRYCJA,KACZMAREK,,24/12/1984,CCR928633
