rec_id,first_name,second_name,last_name,region,birth_date,personal_id
rec-0000-dup-0,JAGODA,ALEKSANDRA,ANDRZEJTŹZAK,DOLNOŚLĄSKIE,28/08/1909,PLD623y35
rec-0000-org,JAGODA,ALEKSANDRA,ANDRZEJCZAK,DOLNOŚLĄSKIE,28/08/1990,PLD623635
rec-0001-org,DOMINIKA,JADWIGA,BRODOWSKA,ŁÓDZKIE,01/09/1948,TJK585633
rec-0002-org,WERONIKA,JOANNA,FRĄCKOWIAK,LUBUSKIE,06/06/2014,FGG879425
rec-0003-dup-0,,WERONIKA,WOŹNIAK,,22/07/1985,PFD597740
rec-0003-org,AMELIA,WERONIKA,WOŹNIAK,LUBUSKIE,22/07/1985,PFD587740
rec-0004-org,INGA,PAULINA,BOGUCKA,DOLNOŚLĄSKIE,26/03/1945,FLT330966
rec-0005-org,NOELIA,EWA,GORCZYCA,ZACHODNIOPOMORSKIE,30/09/2000,ANL638542
rec-0006-org,POLA,ANIELA,KRZYŻANOWSKA,LUBELSKIE,08/12/1964,NNS583200
rec-0007-org,AMELIA,MARIANNA,BUKOWSKA,MAZOWIECKIE,01/06/1989,EFS282366
rec-0008-org,INEZ,WERONIKA,OLEJNIK,POMORSKIE,16/07/1947,PWL244086
rec-0009-org,ALICJA,ALEKSANDRA,WYRZYKOWSKA,DOLNOŚLĄSKIE,30/06/1983,XLH583715
rec-0010-dup-0,INGA,FLORA,SAWITZKA,,29/01/1976,GRE86t371
rec-0010-org,INGA,FLORA,SAWICKA,LUBELSKIE,29/01/1976,GRE866371
rec-0011-org,IZABELA,HELENA,POLAK,ŚWIĘTOKRZYSKIE,19/08/1991,HDT323759
rec-0012-org,POLA,PATRYCJA,BIELIŃSKA,ŚLĄSKIE,06/10/1939,YHL444417
rec-0013-dup-0,LENA,AGNIESZKA,JANYK,,15/09/1997,LNX9o4925
rec-0013-org,LENA,AGNIESZKA,JANIK,MAZOWIECKIE,15/09/1997,LNX904925
rec-0014-org,LAURA,GABRIELA,WRONA,MAŁOPOLSKIE,14/09/1974,GTY442368
