rec_id,first_name,second_name,last_name,region,birth_date,personal_id
rec-0000-org,HELENA,GRAŻYNA,SIKORA,ŚLĄSKIE,10/08/1969,AKA767772
rec-0001-org,NIKOLA,KORNELIA,BANASIAK,MAZOWIECKIE,06/09/1984,YGZ203596
rec-0002-dup-0,KLARA,,NA,PODKARPACKIE,31/12/1926,ZLS005791
rec-0002-org,KLARA,MARIA,KACZMAREK,PODKARPACKIE,31/12/1962,ZLS005791
rec-0003-dup-0,ANASTAZJA,EMILIA,KARASI,ŚLĄSKIE,24/11/1976,
rec-0003-org,ANASTAZJA,EMILIA,KARAŚ,ŚLĄSKIE,24/11/1967,AAH167340
rec-0004-org,MICHALINA,JANINA,JAKUBOWSKA,MAŁOPOLSKIE,05/11/1987,AEF161304
rec-0005-org,KLARA,KLARA,KWIATKOWSKA,ŚLĄSKIE,16/03/1978,CHW073113
rec-0006-org,SOFIA,ALEKSANDRA,CHOJNACKA,WIELKOPOLSKIE,04/03/2000,YDK075025
rec-0007-org,MARIA,WIKTORIA,WÓJTOWICZ,OPOLSKIE,21/10/1977,ZXP817706
rec-0008-org,MARIA,MILENA,BEDNARZ,WARMIŃSKO-MAZURSKIE,10/06/1965,JCM732979
rec-0009-dup-0,MITZHALINA,,ŚMIGIELSKA,MAZOWIECKIE,22/07/1945,WJZ956543
rec-0009-org,MICHALINA,RÓŻA,ŚMIGIELSKA,MAZOWIECKIE,22/07/1954,WJZ956543
rec-0010-dup-0,MIIILENA,ANNA,SYWEK,MAZOWIECKIE,14/09/1974,WMW09268e
rec-0010-org,MILENA,ANNA,SIWEK,MAZOWIECKIE,14/09/1974,WMW092683
rec-0011-org,ZUZANNA,WANDA,BUCZEK,MAŁOPOLSKIE,04/12/1948,JLZ437078
rec-0012-org,MARIA,DARIA,STACHURA,MAŁOPOLSKIE,11/06/1972,FCE654859
rec-0013-org,ANNA,KLAUDIA,SIWEK,ŚLĄSKIE,29/09/1960,WZE335190
rec-0014-org,SANDRA,KAROLINA,MUCHA,ŁÓDZKIE,07/12/1981,SJX586353
rec-0015-dup-0,LEA,,WŁODARCZYK,PODLASKIE,23/08/1963,LPE334175
rec-0015-org,LEA,ANNA,WŁODARCZYK,PODLASKIE,23/08/1936,LPE334176
rec-0016-org,IGA,PAULINA,ZAJĄC,ŚLĄSKIE,03/03/1985,LNK124001
rec-0017-org,MARCELINA,MARIA,ŁUKASZEWSKA,DOLNOŚLĄSKIE,20/02/1979,FFJ780301
