rec_id,first_name,second_name,last_name,region,birth_date,personal_id
rec-0000-dup-0,,,KAPUŚCINISKA,LUBELSKIE,26/02/1993,ACW219613
rec-0000-org,GABRIELA,ZOFIA,KAPUŚCIŃSKA,LUBELSKIE,26/02/1993,ACW219613
rec-0001-org,ANIELA,DARIA,KUBIK,ŚLĄSKIE,20/01/1967,CGF743254
rec-0002-org,LENA,KRYSTYNA,SOBCZAK,ŁÓDZKIE,15/12/2007,GNT609722
rec-0003-dup-0,,MAŁGORZATA,KORCZAK,ŚLĄSKIE,31/03/1948,SAWi82134
rec-0003-org,ALEXANDRA,MAŁGORZATA,KORCZAK,ŚLĄSKIE,31/03/1984,SAW882134
rec-0004-org,LILIANA,ŁUCJA,GOŁĘBIEWSKA,OPOLSKIE,03/04/1964,YKZ919419
rec-0005-org,HANNA,JULIA,TROJANOWSKA,POMORSKIE,07/04/1927,YJF878238
rec-0006-org,ZOFIA,KLARA,KOZIEŁ,ŚWIĘTOKRZYSKIE,11/07/1965,JWM787917
rec-0007-org,KAROLINA,WALERIA,JANAS,WIELKOPOLSKIE,25/02/1978,ACN014899
rec-0008-org,ZUZANNA,MARIA,PIOTROWSKA,WIELKOPOLSKIE,16/04/1986,PAE333626
rec-0009-org,IZABELA,MARIA,KUCZYŃSKA,WIELKOPOLSKIE,26/03/1951,DEH821472
rec-0010-org,ZOFIA,MARIANNA,KOŁODZIEJ,POMORSKIE,03/11/1962,RXY430395
rec-0011-dup-0,,ZUZANNA,KSIĄŹEK,ŚLĄSKIE,03/08/1956,EJS488319
rec-0011-org,SYNTIA,ZUZANNA,KSIĄŻEK,ŚLĄSKIE,03/08/1965,EJS488319
rec-0012-org,LENA,MAGDALENA,WITKOWSKA,LUBELSKIE,04/04/1989,LGP438467
rec-0013-org,LAURA,WIKTORIA,JANCZAK,POMORSKIE,20/01/1971,YRS433159
rec-0014-org,BLANKA,ALICJA,ZIELONKA,ŚLĄSKIE,30/06/1973,PFD569083
rec-0015-org,WIKTORIA,ZUZANNA,WŁODARCZYK,DOLNOŚLĄSKIE,13/05/1949,KYY671730
rec-0016-dup-0,MYYA,EWA,STĘPIIEŃ,MAZOWIECKIE,02/06/1984,NZC269144
rec-0016-org,MIIA,EWA,STĘPIEŃ,MAZOWIECKIE,02/06/1948,NZC269144
rec-0017-org,ELIZA,MAŁGORZATA,NOWAK,PODLASKIE,25/03/1998,XYY043509
rec-0018-dup-0,,,CZEKAJ,POMORSKIE,28/10/1944,
rec-0018-org,LILA,IWONA,CZEKAJ,POMORSKIE,28/10/1944,JLZ584011
rec-0019-dup-0,ANTONIINA,,CZAJKOWSKA,KUJAWSKO-POMORSKIE,07/07/2010,RRW128434
rec-0019-org,ANTONINA,BARBARA,CZAJKOWSKA,KUJAWSKO-POMORSKIE,07/07/2001,RRW128434
rec-0020-org,KIRA,WIKTORIA,SIWIEC,DOLNOŚLĄSKIE,25/04/2006,ZNX783252
rec-0021-org,ALICJA,WERONIKA,BIERNAT,MAZOWIECKIE,09/04/1986,LYN283827
rec-0022-org,JAGODA,MARTA,DRABIK,LUBELSKIE,06/06/1974,HLC447984
rec-0023-org,ADRIANNA,MARIA,STRZELCZYK,WARMIŃSKO-MAZURSKIE,13/02/1988,PDD199020
rec-0024-org,MAJA,AMELIA,NOWAK,MAŁOPOLSKIE,08/10/1999,FWM749133
rec-0025-dup-0,FRANCIISZKA,MARIA,NA,,20/04/1959,ALN388863
rec-0025-org,FRANCISZKA,MARIA,KACZOR,WARMIŃSKO-MAZURSKIE,20/04/1959,ALN388863
rec-0026-org,ANIELA,ANASTAZJA,ZIELONKA,MAZOWIECKIE,15/05/1970,WCK031718
rec-0027-org,DOROTA,ŁUCJA,RZEPECKA,DOLNOŚLĄSKIE,22/05/1990,WKX345588
rec-0028-org,MONIKA,IGA,ANDRZEJCZAK,WIELKOPOLSKIE,30/08/1969,CJE961878
