rec_id,first_name,second_name,last_name,region,birth_date,personal_id
rec-0000-org,GAJA,MAŁGORZATA,GOŁĘBIEWSKA,MAZOWIECKIE,20/02/1968,ZGS369425
rec-0001-org,KORNELIA,ELŻBIETA,KOZŁOWSKA,MAŁOPOLSKIE,23/02/1989,NZR264315
rec-0002-org,MICHALINA,MARIA,KRÓLAK,MAZOWIECKIE,28/06/1967,GHH412225
rec-0003-org,KLARA,ŁUCJA,FILIPIAK,DOLNOŚLĄSKIE,23/08/2009,SGM244136
rec-0004-org,MILENA,JULIA,KUCZYŃSKA,ŁÓDZKIE,14/01/1976,KRW267725
rec-0005-org,ADA,AMELIA,CYGAN,ŚWIĘTOKRZYSKIE,05/01/1969,GSL006795
rec-0006-org,JULIA,KATARZYNA,NAWROT,WARMIŃSKO-MAZURSKIE,29/01/1971,HZW767406
rec-0007-org,ALEKSANDRA,NATALIA,CIEŚLAK,MAŁOPOLSKIE,02/11/2014,FPH023675
rec-0008-dup-0,,AGNIESZKA,JÓŹWIAK,ŁÓDZKIE,28/11/1948,
rec-0008-org,MIA,AGNIESZKA,JÓŹWIAK,ŁÓDZKIE,28/11/1984,AEP390418
rec-0009-org,MARIA,MARIA,KRAWCZYK,WARMIŃSKO-MAZURSKIE,28/11/1945,NEN060154
rec-0010-org,LAURA,MIA,WOJCIECHOWSKA,PODKARPACKIE,04/08/1950,SKT474862
rec-0011-org,MAŁGORZATA,WERONIKA,JANICKA,ŚWIĘTOKRZYSKIE,28/02/2008,APS779040
rec-0012-dup-0,AURELIA,,MATUSIAK,,20/02/1904,GZM933916
rec-0012-org,AURELIA,STEFANIA,MATUSIAK,PODLASKIE,20/02/1940,GZM933916
rec-0013-dup-0,MILENA,,DRZEWIECKA,ZACHODNIOPOMORSKIE,24/01/1935,
rec-0013-org,MILENA,AGATA,DRZEWIECKA,ZACHODNIOPOMORSKIE,24/01/1953,JYE997383
rec-0014-dup-0,JANA,ALICJA,NA,,23/05/1984,ZTZ499222
rec-0014-org,JANA,ALICJA,NOWAK,MAZOWIECKIE,23/05/1984,ZTZ499212
rec-0015-org,KAROLINA,MARCELA,BARON,POMORSKIE,24/10/2001,KSR130296
rec-0016-org,MARCELINA,ŁUCJA,BROŻEK,PODKARPACKIE,24/09/1990,MJP801195
rec-0017-dup-0,MYYLANA,WIKTORIA,NA,,15/09/1996,DEF623214
rec-0017-org,MILANA,WIKTORIA,MATUSIAK,MAZOWIECKIE,15/09/1996,DEF623214
rec-0018-org,MARIA,JULIA,STĘPNIAK,MAŁOPOLSKIE,19/01/1937,JEK012426
rec-0019-org,INKA,MAGDALENA,WILK,MAŁOPOLSKIE,25/02/1997,XET304164
rec-0020-dup-0,,,DUDA,,03/02/1976,PEC630314
rec-0020-org,WERONIKA,VALENTINA,DUDA,KUJAWSKO-POMORSKIE,03/02/1976,PEC630314
rec-0021-dup-0,,KAROLINA,WOJCIETŻHOWSKA,LUBELSKIE,21/08/1978,NWK257063
rec-0021-org,IGA,KAROLINA,WOJCIECHOWSKA,LUBELSKIE,21/08/1987,NWK257063
rec-0022-org,NATALIA,DANUTA,KOZIOŁ,ZACHODNIOPOMORSKIE,14/11/2003,TGK271070
rec-0023-org,LAURA,AGNIESZKA,TOMCZYK,POMORSKIE,23/10/1968,LPT282234
rec-0024-org,LAURA,JANINA,BIAŁEK,LUBELSKIE,29/09/2009,MJN798453
rec-0025-org,MAJA,MAJA,DĄBROWSKA,ŚLĄSKIE,13/05/1973,TZT384963
rec-0026-org,POLA,ZOFIA,LASKOWSKA,ŁÓDZKIE,02/08/2002,DPS523398
rec-0027-org,JANINA,ANNA,GŁOWACKA,ŁÓDZKIE,27/01/1981,PXL207206
rec-0028-org,MARIA,BEATA,WYSOCKA,ŚLĄSKIE,11/07/1963,FYA213481
rec-0029-org,EVA,EWA,DRZEWIECKA,ZACHODNIOPOMORSKIE,07/11/1950,SAR688999
rec-0030-dup-0,,,OWCZAREK,,02/01/2002,FLY268114
rec-0030-org,HELENA,RÓŻA,OWCZAREK,MAŁOPOLSKIE,02/01/2002,FLY268114
rec-0031-dup-0,MICHALYNA,MARIA,VIIECŹOREK,,08/12/2017,JSZ880459
rec-0031-org,MICHALINA,MARIA,WIECZOREK,KUJAWSKO-POMORSKIE,08/12/2017,JSZ880459
rec-0032-org,MARIA,TERESA,BANAŚ,ŁÓDZKIE,13/10/1985,TRY701491
rec-0033-org,LAURA,KATARZYNA,WÓJTOWICZ,MAŁOPOLSKIE,28/08/1953,RXT217995
