rec_id,first_name,second_name,last_name,region,birth_date,personal_id
rec-0000-dup-0,LIIWYA,ŁUCJA,SKIBIŃSKA,,25/06/1947,
rec-0000-org,LIWIA,ŁUCJA,SKIBIŃSKA,ŚLĄSKIE,25/06/1947,HNF155608
rec-0001-dup-0,LUCJA,,GRZYBEK,KUJAWSKO-POMORSKIE,19/01/1963,
rec-0001-org,ŁUCJA,KATARZYNA,GRZYBEK,KUJAWSKO-POMORSKIE,19/01/1963,ZCC596566
rec-0002-org,HANNA,JAGODA,KĘDZIERSKA,POMORSKIE,19/03/1960,RHL138478
rec-0003-dup-0,JAGODA,KATARZYNA,ADAMCZYK,,10/04/1909,TXR459912
rec-0003-org,JAGODA,KATARZYNA,ADAMCZYK,DOLNOŚLĄSKIE,10/04/1990,TXR459913
rec-0004-dup-0,YGA,,JAWORSKA,MAŁOPOLSKIE,08/06/1973,KKP3037e9
rec-0004-org,IGA,MARIA,JAWORSKA,MAŁOPOLSKIE,08/06/1973,KKP303739
rec-0005-org,GABRIELA,GABRIELA,KOWALSKA,MAZOWIECKIE,10/05/1977,CJZ726722
rec-0006-org,AMELIA,DOROTA,MICHALAK,ŚWIĘTOKRZYSKIE,29/04/1956,SAX268919
rec-0007-org,ALICJA,FRANCISZKA,PAJĄK,DOLNOŚLĄSKIE,18/06/1978,YCG545394
rec-0008-org,ANTONINA,KATARZYNA,KRUPA,PODKARPACKIE,29/05/1994,RFC948388
rec-0009-org,JULIA,DARIA,DOBROWOLSKA,MAŁOPOLSKIE,10/04/1945,AJR478027
rec-0010-org,YANA,KAROLINA,LACH,POMORSKIE,03/07/1982,EJL133959
rec-0011-org,PAMELA,WANDA,LEWIŃSKA,ŚLĄSKIE,23/11/1960,MAW591975
rec-0012-org,NATALIA,RENATA,KWIATKOWSKA,WIELKOPOLSKIE,23/10/1979,FNK159454
rec-0013-dup-0,KORNELYA,JANINA,PRUS,LUBUSKIE,06/05/2010,AAM047002
rec-0013-org,KORNELIA,JANINA,PRUS,LUBUSKIE,06/05/2001,AAM047001
rec-0014-org,CHARLOTTE,NIKOLA,MARCHEWKA,MAZOWIECKIE,22/07/1965,FLX294035
rec-0015-org,ANTONINA,STEFANIA,SKALSKA,PODKARPACKIE,10/12/2006,GXC049527
