rec_id,first_name,second_name,last_name,region,birth_date,personal_id
rec-0000-org,ZOFIA,MARIA,ZAWISZA,WARMIŃSKO-MAZURSKIE,27/11/1985,AKF823550
rec-0001-org,LILIANA,WERONIKA,MAZUR,MAZOWIECKIE,12/05/1970,KKT962200
rec-0002-dup-0,,EWA,SAWIICKA,ŚLĄSKIE,01/03/1959,DNP291085
rec-0002-org,OLIWIA,EWA,SAWICKA,ŚLĄSKIE,01/03/1995,DNP291085
rec-0003-org,KAJA,ANTONINA,MORAWSKA,MAZOWIECKIE,27/02/1984,SAA677334
rec-0004-org,ZUZANNA,ALICJA,SKORUPA,WARMIŃSKO-MAZURSKIE,22/12/1955,YXE221929
rec-0005-dup-0,DIIANA,,DOBRZYŃSKA,WIELKOPOLSKIE,03/08/2030,SNK945441
rec-0005-org,DIANA,ALICJA,DOBRZYŃSKA,WIELKOPOLSKIE,03/08/2003,SNK945441
rec-0006-org,ELIZA,MARIA,JANIK,DOLNOŚLĄSKIE,07/12/1990,EHD491701
rec-0007-dup-0,FERA,LILIANNA,KONOPKA,,12/04/1907,WCA601470
rec-0007-org,VERA,LILIANNA,KONOPKA,ZACHODNIOPOMORSKIE,12/04/1970,WCA601470
rec-0008-org,MILANA,ANTONINA,CZECH,WIELKOPOLSKIE,07/07/1963,XAY984275
rec-0009-org,KALINA,CHARLOTTE,PLUTA,LUBUSKIE,15/10/2001,EEY741255
rec-0010-dup-0,SOFIIA,LAURA,LEWANDOWSKA,WARMIŃSKO-MAZURSKIE,23/02/1949,
rec-0010-org,SOFIA,LAURA,LEWANDOWSKA,WARMIŃSKO-MAZURSKIE,23/02/1994,ELC857669
rec-0011-dup-0,MARTYNA,MAŁGORZATA,SZYMANISKA,WIELKOPOLSKIE,07/06/1927,SAP025u08
rec-0011-org,MARTYNA,MAŁGORZATA,SZYMAŃSKA,WIELKOPOLSKIE,07/06/1972,SAP025808
rec-0012-org,GABRIELA,AGNIESZKA,KARCZ,ŁÓDZKIE,16/10/1952,TTL126855
rec-0013-org,SOFIA,KLARA,SZCZUREK,PODLASKIE,27/06/1976,GWN579521
rec-0014-org,ŁUCJA,MARTYNA,KUCHTA,PODKARPACKIE,20/09/1991,TAZ453534
rec-0015-org,IGA,MARTYNA,STOKŁOSA,PODLASKIE,04/04/1951,GTA721162
rec-0016-org,IGA,MARIA,GABRYŚ,KUJAWSKO-POMORSKIE,01/04/1973,HKH553872
rec-0017-org,MILANA,WANDA,STRZELCZYK,DOLNOŚLĄSKIE,17/09/1979,KTL132732
rec-0018-org,WIKTORIA,MARIA,BIENIEK,KUJAWSKO-POMORSKIE,29/12/1953,MWW760083
rec-0019-org,HANNA,ANASTAZJA,SZCZEPAŃSKA,PODLASKIE,14/12/1993,CPE637465
rec-0020-dup-0,EMILIA,,MARZEC,PODKARPACKIE,15/01/1917,
rec-0020-org,EMILIA,AGATA,MARZEC,PODKARPACKIE,15/01/1971,YCD617218
rec-0021-dup-0,KAJA,,NA,ŚLĄSKIE,03/06/1908,NLY544609
rec-0021-org,KAJA,LILIANA,MARCINIAK,ŚLĄSKIE,03/06/1980,NLY544609
rec-0022-org,ANASTAZJA,BIANKA,STĘPNIAK,ŚLĄSKIE,14/08/1993,SKR647556
rec-0023-org,ADRIANNA,ZOFIA,MARSZAŁEK,LUBUSKIE,29/06/1948,CSS452337
rec-0024-org,HANNA,FELICJA,ŻEBROWSKA,MAŁOPOLSKIE,11/02/1982,DLY405472
rec-0025-org,ALICJA,WIOLETTA,KOTOWSKA,WARMIŃSKO-MAZURSKIE,07/03/1997,KSC008240
rec-0026-org,KLARA,MILENA,JÓŹWIAK,MAŁOPOLSKIE,16/02/1959,EWM016241
rec-0027-dup-0,ROZALIIA,POLA,MAZURKIIEWICZ,MAZOWIECKIE,10/10/1960,EZH521553
rec-0027-org,ROZALIA,POLA,MAZURKIEWICZ,MAZOWIECKIE,10/10/1960,EZH521653
rec-0028-org,POLA,DOMINIKA,DOBRZYŃSKA,WARMIŃSKO-MAZURSKIE,21/06/1961,RDP151257
rec-0029-dup-0,ALEKSANDRA,,FILIPCZAK,ŚLĄSKIE,08/12/1968,SNZ239225
rec-0029-org,ALEKSANDRA,MAŁGORZATA,FILIPCZAK,ŚLĄSKIE,08/12/1986,SNZ230225
rec-0030-dup-0,BLANKA,,NOŁAKOVSKA,,21/07/1978,ZMN759085
rec-0030-org,BLANKA,MAGDALENA,NOWAKOWSKA,WIELKOPOLSKIE,21/07/1978,ZMN759085
rec-0031-org,HANNA,STANISŁAWA,BIERNAT,ZACHODNIOPOMORSKIE,24/02/1963,DFT560514
rec-0032-dup-0,AMELIA,,GÓRETZKA,,20/02/1948,SFS666438
rec-0032-org,AMELIA,MARIA,GÓRECKA,LUBELSKIE,20/02/1948,SFS666438
rec-0033-org,OLIWIA,ANNA,MACH,MAŁOPOLSKIE,16/04/1958,CDR163567
rec-0034-org,ADELINA,ANNA,CIEŚLIK,MAŁOPOLSKIE,26/03/1998,YPJ998860
rec-0035-org,NELA,MAŁGORZATA,NOWAK,POMORSKIE,13/11/1967,HYA239069
rec-0036-dup-0,AGATA,ANNA,SŹCZERBA,LUBUSKIE,05/12/2070,RRP897466
rec-0036-org,AGATA,ANNA,SZCZERBA,LUBUSKIE,05/12/2007,RRP997466
rec-0037-org,ALICJA,MARIA,KUPIEC,MAZOWIECKIE,08/06/1938,NEL038915
rec-0038-dup-0,KATAŻYNA,LAURA,KOŁALCZYK,PODKARPACKIE,14/06/1938,ZFW346283
rec-0038-org,KATARZYNA,LAURA,KOWALCZYK,PODKARPACKIE,14/06/1983,ZFW346283
rec-0039-org,ROKSANA,NIKOLA,GRZYBEK,PODKARPACKIE,30/12/1964,CNM453199
rec-0040-org,ZOFIA,ANNA,STACHOWSKA,KUJAWSKO-POMORSKIE,20/01/2015,AJD626082
rec-0041-org,EMILIA,JAGODA,STANKIEWICZ,POMORSKIE,12/05/1975,GSP444610
rec-0042-dup-0,OLYWIIA,MILENA,MAĆKOWIAK,,12/07/1949,PNN549626
rec-0042-org,OLIWIA,MILENA,MAĆKOWIAK,DOLNOŚLĄSKIE,12/07/1949,PNN549526
rec-0043-org,KAJA,MARIA,MAZURKIEWICZ,PODKARPACKIE,03/10/1958,TTK001630
rec-0044-org,MAJA,JULIA,BANASZEK,KUJAWSKO-POMORSKIE,19/07/1965,EYW574572
