rec_id,first_name,second_name,last_name,region,birth_date,personal_id
rec-0000-org,MAJA,ŁUCJA,DOMAŃSKA,MAŁOPOLSKIE,13/12/1979,CRN477282
rec-0001-org,EMILIA,KLARA,KOWALSKA,MAŁOPOLSKIE,08/08/1977,LCZ251547
rec-0002-dup-0,HANNA,,ROMANOVSKA,OPOLSKIE,12/05/1927,GTM518913
rec-0002-org,HANNA,LENA,ROMANOWSKA,OPOLSKIE,12/05/1972,GTM518913
rec-0003-org,ARYNA,ŁUCJA,JASTRZĘBSKA,ŚLĄSKIE,02/02/1993,LNG631923
rec-0004-dup-0,,WIKTORIA,MAJEVSKA,,19/05/1983,SCK311124
rec-0004-org,JULIA,WIKTORIA,MAJEWSKA,OPOLSKIE,19/05/1983,SCK311124
rec-0005-org,OLIWIA,LILIANA,JAMRÓZ,ŚLĄSKIE,13/03/1953,EYN964154
rec-0006-org,NELA,KRYSTYNA,POPŁAWSKA,PODLASKIE,29/05/1979,MPT899860
rec-0007-org,MALWINA,ANNA,WOJCIECHOWSKA,MAŁOPOLSKIE,01/11/1957,YZM093836
rec-0008-dup-0,POLA,,GRZESIAK,,31/08/1928,CFG608414
rec-0008-org,POLA,MARYSIA,GRZESIAK,OPOLSKIE,31/08/1982,CFG608414
rec-0009-org,LIDIA,LIDIA,KOŁODZIEJ,KUJAWSKO-POMORSKIE,07/10/1974,ZJE061722
rec-0010-org,NINA,LAURA,KANIA,MAZOWIECKIE,30/06/1954,MLK406948
rec-0011-org,POLA,TERESA,RYBICKA,LUBELSKIE,12/07/1992,XRY475462
rec-0012-dup-0,,KATARZYNA,PUCHALA,MAŁOPOLSKIE,25/08/2005,ENZ225899
rec-0012-org,LENA,KATARZYNA,PUCHAŁA,MAŁOPOLSKIE,25/08/2005,ENZ225799
rec-0013-org,KINGA,ELŻBIETA,SZYMANOWSKA,PODKARPACKIE,14/08/1975,LKG939482
rec-0014-dup-0,BIIANKA,MARIA,WLODARCŹYK,LUBUSKIE,11/01/2009,
rec-0014-org,BIANKA,MARIA,WŁODARCZYK,LUBUSKIE,11/01/2009,LYS115217
rec-0015-dup-0,KAROLINA,ZOFIA,NA,,02/09/1983,
rec-0015-org,KAROLINA,ZOFIA,KWIATKOWSKA,MAZOWIECKIE,02/09/1983,ARC910683
rec-0016-dup-0,HANNA,,CHMIEL,,09/03/1927,WJR955597
rec-0016-org,HANNA,MARIA,CHMIEL,MAZOWIECKIE,09/03/1972,WJR955597
rec-0017-org,LIDIA,LENA,SIENKIEWICZ,LUBELSKIE,22/05/1997,DSZ219932
rec-0018-dup-0,MARYA,WIKTORIA,GÓRSKA,KUJAWSKO-POMORSKIE,19/12/1948,
rec-0018-org,MARIA,WIKTORIA,GÓRSKA,KUJAWSKO-POMORSKIE,19/12/1984,TLM960335
rec-0019-org,KLARA,HELENA,KUCHARSKA,MAZOWIECKIE,30/05/1978,ZCS016237
rec-0020-org,IZABELA,ANNA,ZAJĄCZKOWSKA,MAŁOPOLSKIE,09/10/1964,KCT104549
rec-0021-org,ZUZANNA,MARIA,SOWA,KUJAWSKO-POMORSKIE,24/06/1987,DJD918801
rec-0022-dup-0,LAURA,,PIOMTEK,ŁÓDZKIE,01/01/1909,MAD768789
rec-0022-org,LAURA,MARIA,PIĄTEK,ŁÓDZKIE,01/01/1990,MAD768789
rec-0023-dup-0,,,SŹYMTZZYK,DOLNOŚLĄSKIE,16/12/1999,SCG919863
rec-0023-org,OLIWIA,MAJA,SZYMCZYK,DOLNOŚLĄSKIE,16/12/1999,SCG919863
rec-0024-dup-0,,,GRZYBEK,POMORSKIE,18/01/1997,DSF099055
rec-0024-org,LAURA,ZOFIA,GRZYBEK,POMORSKIE,18/01/1979,DSF099055
rec-0025-org,GABRIELA,WŁADYSŁAWA,ROKICKA,POMORSKIE,16/11/1968,DEN404965
rec-0026-org,ALICJA,SONIA,KOWALSKA,MAŁOPOLSKIE,15/02/1961,TKN210443
rec-0027-dup-0,,,GRZYBOWSKA,WIELKOPOLSKIE,27/12/1963,
rec-0027-org,MICHALINA,AGNIESZKA,GRZYBOWSKA,WIELKOPOLSKIE,27/12/1963,DSA595875
rec-0028-org,DIANA,ALICJA,KOS,ŚLĄSKIE,04/01/2005,GYY134257
rec-0029-dup-0,HELENA,,NA,,31/05/1975,ELN277862
rec-0029-org,HELENA,MAGDALENA,NIEDZIELSKA,ŚLĄSKIE,31/05/1975,ELN277862
rec-0030-org,HELENA,JOANNA,KOWALSKA,LUBUSKIE,21/05/2009,ZYR581022
rec-0031-org,POLA,HANNA,ZAJĄC,ŁÓDZKIE,07/06/1951,JXF971682
rec-0032-org,MATHILDA,MARIA,MALINOWSKA,LUBUSKIE,13/01/1974,GRP353124
rec-0033-org,HANNA,LAURA,NIEMCZYK,MAŁOPOLSKIE,25/11/1969,LGR055374
rec-0034-org,AMELIA,ALEKSANDRA,DOLIŃSKA,DOLNOŚLĄSKIE,20/10/1958,LNN016314
rec-0035-org,DOMINIKA,OLIWIA,KOTOWSKA,ŚLĄSKIE,05/03/1967,LKZ529781
rec-0036-dup-0,,DOBRAWA,NIEMYEC,ŁÓDZKIE,28/11/1978,
rec-0036-org,LIWIA,DOBRAWA,NIEMIEC,ŁÓDZKIE,28/11/1978,DHW383239
rec-0037-dup-0,MARYA,ANNA,WOŹNYAK,ZACHODNIOPOMORSKIE,15/11/1947,YJJ090076
rec-0037-org,MARIA,ANNA,WOŹNIAK,ZACHODNIOPOMORSKIE,15/11/1974,YJJ090076
rec-0038-dup-0,HANNA,KATARZYNA,JANICKA,,14/09/1906,YKM247y65
rec-0038-org,HANNA,KATARZYNA,JANICKA,MAZOWIECKIE,14/09/1960,YKM247665
rec-0039-org,NADIA,GABRIELA,MACKIEWICZ,MAZOWIECKIE,01/01/2006,YKT963744
rec-0040-org,ZUZANNA,RITA,ANTCZAK,DOLNOŚLĄSKIE,15/08/1945,NCM456806
rec-0041-org,LENA,DOROTA,PAWŁOWSKA,LUBELSKIE,18/09/1963,SAT326198
rec-0042-org,HANNA,MARIA,JAGIELSKA,ŚLĄSKIE,02/12/1988,DSK797918
rec-0043-org,LENA,JADWIGA,GĄSIOREK,MAŁOPOLSKIE,24/02/1975,RKN948562
rec-0044-org,HELENA,JUSTYNA,ZAKRZEWSKA,MAŁOPOLSKIE,03/09/1998,YMR064308
rec-0045-org,KORNELIA,LAURA,OLSZEWSKA,MAZOWIECKIE,17/11/1990,WHP085830
rec-0046-org,NATALIA,ZOFIA,SĘK,WIELKOPOLSKIE,25/09/1980,ZWN663559
rec-0047-org,ZUZANNA,KATARZYNA,BARANOWSKA,PODLASKIE,14/11/1970,MRY855188
rec-0048-org,LEA,MARIA,SERAFIN,ŚLĄSKIE,03/02/1956,YYR309164
rec-0049-org,ALEKSANDRA,JOLANTA,KOWALCZUK,DOLNOŚLĄSKIE,06/11/1975,YXY527809
rec-0050-dup-0,BIANKA,,PAVLAK,PODLASKIE,08/09/1969,XNA6w2645
rec-0050-org,BIANKA,MAGDALENA,PAWLAK,PODLASKIE,08/09/1969,XNA632645
rec-0051-org,KINGA,MARIA,PIŁAT,WARMIŃSKO-MAZURSKIE,29/05/1975,XWN604068
rec-0052-dup-0,KLARA,,BURYNSKA,MAZOWIECKIE,24/07/1975,KGP602o65
rec-0052-org,KLARA,AGNIESZKA,BURZYŃSKA,MAZOWIECKIE,24/07/1975,KGP602065
rec-0053-org,ANNA,MARIA,RATAJCZAK,ZACHODNIOPOMORSKIE,07/09/1995,DXJ072181
rec-0054-org,AMELIA,ANITA,GOŁĄBEK,POMORSKIE,05/05/1969,EYA791876
rec-0055-org,JULIA,KRYSTYNA,ZABOROWSKA,DOLNOŚLĄSKIE,27/04/1980,MHN282666
rec-0056-org,LILIANA,MARIA,MRÓZ,PODKARPACKIE,05/11/1998,SXH472779
rec-0057-org,POLA,MARIA,PAPROCKA,ŚLĄSKIE,14/06/2005,FAL300630
rec-0058-org,MARIA,KLAUDIA,MICHALAK,WIELKOPOLSKIE,11/05/1963,MWE093138
rec-0059-org,MARIKA,MARIA,RADECKA,PODLASKIE,20/09/1959,SZC038286
rec-0060-dup-0,POLA,,WOJTZIECHOWSKA,POMORSKIE,09/09/1983,RGJ327192
rec-0060-org,POLA,MARIA,WOJCIECHOWSKA,POMORSKIE,09/09/1938,RGJ327192
rec-0061-org,URSZULA,KAROLINA,KISIEL,ŁÓDZKIE,13/09/1966,LRD985065
rec-0062-dup-0,ANIIELA,,MARKIEWICZ,WARMIŃSKO-MAZURSKIE,14/05/1977,AMS421442
rec-0062-org,ANIELA,ANNA,MARKIEWICZ,WARMIŃSKO-MAZURSKIE,14/05/1977,AMS422442
rec-0063-dup-0,ALEKSANDRA,,MAJEŁSKA,WIELKOPOLSKIE,17/01/1938,CEA930736
rec-0063-org,ALEKSANDRA,ANNA,MAJEWSKA,WIELKOPOLSKIE,17/01/1983,CEA930736
rec-0064-dup-0,IZABELA,ROSE,KAŹMIERCŹAK,PODKARPACKIE,04/02/1948,DGJ340532
rec-0064-org,IZABELA,ROSE,KAŹMIERCZAK,PODKARPACKIE,04/02/1984,DGJ330532
rec-0065-dup-0,,,MIKULSKA,KUJAWSKO-POMORSKIE,03/05/1981,SFZr35440
rec-0065-org,JULIA,MAŁGORZATA,MIKULSKA,KUJAWSKO-POMORSKIE,03/05/1981,SFZ435440
rec-0066-dup-0,,,MICHALCZYK,MAŁOPOLSKIE,28/06/1966,
rec-0066-org,ALICJA,BARBARA,MICHALCZYK,MAŁOPOLSKIE,28/06/1966,XLM015914
rec-0067-org,KAROLINA,KLARA,ROGALA,PODLASKIE,07/07/1981,AXS576852
rec-0068-org,ZUZANNA,ZUZANNA,RUTKOWSKA,WIELKOPOLSKIE,17/05/1988,EWF835595
rec-0069-org,AMELIA,GAJA,JĘDRZEJEWSKA,LUBUSKIE,29/08/1953,WTT959414
rec-0070-org,BLANKA,ELŻBIETA,KRÓL,KUJAWSKO-POMORSKIE,29/04/1969,PNC177764
rec-0071-org,RÓŻA,GABRIELA,WYSZYŃSKA,ŚWIĘTOKRZYSKIE,29/10/1999,DGD430333
rec-0072-org,ZOFIA,KATARZYNA,KANIA,MAZOWIECKIE,07/06/1986,ESN820498
rec-0073-org,NELA,EWELINA,STRZELECKA,DOLNOŚLĄSKIE,10/02/1978,PSC126499
rec-0074-org,ALICJA,ANNA,WŁODARCZYK,PODKARPACKIE,06/03/1965,XZH057946
rec-0075-dup-0,,,KRZEMIŃSKA,WIELKOPOLSKIE,03/05/1919,FCP431114
rec-0075-org,HANNA,NATALIA,KRZEMIŃSKA,WIELKOPOLSKIE,03/05/1991,FCP431114
rec-0076-dup-0,JULYA,BARBARA,KAWA,,24/07/1991,HEY10u896
rec-0076-org,JULIA,BARBARA,KAWA,MAŁOPOLSKIE,24/07/1991,HEY107896
rec-0077-org,NADIA,MARIA,KRAWCZYK,DOLNOŚLĄSKIE,09/07/1954,JHD323076
rec-0078-org,LAURA,IDA,STACHOWSKA,ŁÓDZKIE,04/04/2009,JCP564515
rec-0079-org,HELENA,MARIA,KRUPA,ŁÓDZKIE,21/01/2019,NAN899866
rec-0080-org,DOMINIKA,WERONIKA,STASZEWSKA,MAZOWIECKIE,03/01/1980,MYS744665
rec-0081-org,POLA,RÓŻA,NIEDZIELA,MAZOWIECKIE,10/03/1994,CET682621
rec-0082-org,KLARA,MONIKA,LEWANDOWSKA,KUJAWSKO-POMORSKIE,05/04/1978,PZG879174
rec-0083-dup-0,KLARA,ANNA,ZABOROWSKA,,07/07/1908,
rec-0083-org,KLARA,ANNA,ZABOROWSKA,WIELKOPOLSKIE,07/07/1980,KRY804542
rec-0084-org,MAJA,ŁUCJA,WIŚNIEWSKA,PODLASKIE,18/03/1949,HWG880388
rec-0085-org,KORNELIA,LAURA,SZYMAŃSKA,KUJAWSKO-POMORSKIE,01/03/1998,JAT293646
rec-0086-org,HANNA,URSZULA,JEZIORSKA,MAŁOPOLSKIE,27/09/1967,PAN231435
rec-0087-dup-0,MYROSŁAWA,,ROSIAK,MAZOWIECKIE,25/07/1996,ZYH274490
rec-0087-org,MIROSŁAWA,ANNA,ROSIAK,MAZOWIECKIE,25/07/1969,ZYH274490
rec-0088-org,KLARA,DANUTA,MALINOWSKA,ŁÓDZKIE,13/11/2000,TWT064800
rec-0089-org,MAJA,MARIA,GOLIŃSKA,WIELKOPOLSKIE,09/12/1951,TSA419540
rec-0090-org,ANASTASIA,LENA,NOWAK,MAZOWIECKIE,27/01/2016,SWS917458
rec-0091-org,ALICJA,KRYSTYNA,SZYMAŃSKA,KUJAWSKO-POMORSKIE,04/05/1980,MTF137564
rec-0092-org,NADIA,LIDIA,DĄBROWSKA,ŚLĄSKIE,04/02/1946,MKW241346
rec-0093-dup-0,OLIVYA,WANDA,SŹAFRAŃSKA,,14/09/1954,MAY965967
rec-0093-org,OLIWIA,WANDA,SZAFRAŃSKA,POMORSKIE,14/09/1954,MAY965967
rec-0094-dup-0,LAURA,,KOWALEŁSKA,MAZOWIECKIE,22/09/1958,TCY771541
rec-0094-org,LAURA,EWA,KOWALEWSKA,MAZOWIECKIE,22/09/1985,TCY771541
rec-0095-dup-0,NATALIA,,GAJEVSKA,KUJAWSKO-POMORSKIE,21/11/1988,
rec-0095-org,NATALIA,MAJA,GAJEWSKA,KUJAWSKO-POMORSKIE,21/11/1988,STP330936
rec-0096-org,LILIA,ANNA,RATAJCZYK,ŁÓDZKIE,09/12/1946,JPW965781
rec-0097-org,MATYLDA,MIA,MATUSZEWSKA,POMORSKIE,18/03/1975,YZK055870
rec-0098-dup-0,POLA,,NA,LUBELSKIE,02/01/1956,JHY416085
rec-0098-org,POLA,JANINA,BANASZEK,LUBELSKIE,02/01/1965,JHY416085
rec-0099-org,ZOFIA,ANNA,NOWAK,KUJAWSKO-POMORSKIE,29/10/1951,YEF239854
rec-0100-org,KLARA,MARIA,GÓRECKA,OPOLSKIE,26/01/1981,WSL677027
rec-0101-org,ADA,HELENA,ZIÓŁKOWSKA,LUBELSKIE,15/11/1962,JMW851018
rec-0102-org,KORNELIA,MAGDALENA,KOWALCZYK,ZACHODNIOPOMORSKIE,05/12/1962,FYF846257
rec-0103-org,LAURA,PATRYCJA,PRZYBYŁA,ZACHODNIOPOMORSKIE,30/06/1984,WHN653974
rec-0104-org,ALICJA,LILIANA,KUŚ,ŚLĄSKIE,18/08/2005,CZE600254
rec-0105-org,EMILIA,TERESA,WYSOCKA,MAZOWIECKIE,13/10/2013,CLM739101
rec-0106-org,ZOFIA,MARIA,BEDNARSKA,ŚLĄSKIE,22/12/1963,NNW211202
rec-0107-org,ZOFIA,SONIA,STEC,PODLASKIE,20/09/1977,TCZ114165
rec-0108-org,AURELIA,ZOFIA,KOSTRZEWA,MAZOWIECKIE,22/03/1992,YWX205505
rec-0109-org,MICHALINA,JANINA,DĘBSKA,ŁÓDZKIE,31/01/1964,ZAW719251
rec-0110-dup-0,JULYA,MAŁGORZATA,KOWALTZZYK,,24/04/1974,RPA463551
rec-0110-org,JULIA,MAŁGORZATA,KOWALCZYK,PODKARPACKIE,24/04/1974,RPA463551
rec-0111-dup-0,LIANNA,,JASTRZEŁBSKA,MAZOWIECKIE,22/03/1976,JAG120350
rec-0111-org,LIANNA,MAŁGORZATA,JASTRZĘBSKA,MAZOWIECKIE,22/03/1967,JAG120350
rec-0112-org,JULIA,KATARZYNA,DUDEK,WIELKOPOLSKIE,06/02/1971,MTZ412719
rec-0113-dup-0,,LIDIA,NA,ŚLĄSKIE,10/04/1988,CNF4840u8
rec-0113-org,ALICJA,LIDIA,KUREK,ŚLĄSKIE,10/04/1988,CNF484088
rec-0114-org,MICHALINA,ANNA,KOWALSKA,KUJAWSKO-POMORSKIE,08/09/1948,ETS761412
rec-0115-dup-0,,MARIANNA,LESINIAK,MAŁOPOLSKIE,05/10/1995,MCE51395o
rec-0115-org,MARIANNA,MARIANNA,LEŚNIAK,MAŁOPOLSKIE,05/10/1995,MCE513959
rec-0116-org,OLIMPIA,IWONA,SKIBIŃSKA,KUJAWSKO-POMORSKIE,17/04/2005,PGD916033
rec-0117-org,WIKTORIA,WERONIKA,URBANOWICZ,WARMIŃSKO-MAZURSKIE,24/11/1949,TPD660502
rec-0118-org,WIKTORIA,JULIA,MUSZYŃSKA,LUBELSKIE,29/06/1998,MRA517301
rec-0119-org,MAJA,RÓŻA,MIERZWA,WIELKOPOLSKIE,18/11/1959,FEW992458
rec-0120-dup-0,ŻOFYA,,NA,ŚLĄSKIE,25/02/1966,SYM393302
rec-0120-org,ZOFIA,KATARZYNA,FRĄTCZAK,ŚLĄSKIE,25/02/1966,SYM393302
rec-0121-org,KAJA,ZOFIA,ZAWADA,ŁÓDZKIE,17/12/1985,JHA025407
rec-0122-org,IGA,MARIA,CZERWIŃSKA,DOLNOŚLĄSKIE,24/07/1975,ZAP057873
rec-0123-org,KLARA,DOROTA,NOWAKOWSKA,DOLNOŚLĄSKIE,31/07/1989,ZKS533875
rec-0124-org,ZUZANNA,MAGDALENA,RÓŻYCKA,ŚLĄSKIE,19/03/1979,XEC606083
rec-0125-org,LENA,ZUZANNA,LISOWSKA,MAZOWIECKIE,25/12/1943,CDN746036
rec-0126-dup-0,AGATA,,NA,,25/10/1998,XFL502673
rec-0126-org,AGATA,RÓŻA,WERNER,ŚLĄSKIE,25/10/1998,XFL502673
rec-0127-org,ALICJA,ALICJA,GALIŃSKA,KUJAWSKO-POMORSKIE,14/01/1952,SJJ525462
rec-0128-org,IGA,ANNA,BUREK,PODKARPACKIE,25/04/1974,EWZ993468
rec-0129-org,ZUZANNA,KAROLINA,GŁADYSZ,LUBELSKIE,22/06/1997,FAX802361
rec-0130-org,AMELIA,ALEKSANDRA,IZDEBSKA,DOLNOŚLĄSKIE,06/03/1994,PZX887451
rec-0131-dup-0,MARIANNA,EMILIA,KOVALSKA,,15/07/1986,DDS855428
rec-0131-org,MARIANNA,EMILIA,KOWALSKA,ŁÓDZKIE,15/07/1968,DDS855428
rec-0132-org,RÓŻA,MAJA,SKALSKA,DOLNOŚLĄSKIE,18/05/1978,KWY658236
rec-0133-dup-0,,SARA,POPLALSKA,ZACHODNIOPOMORSKIE,06/09/1968,MGE852768
rec-0133-org,EMMA,SARA,POPŁAWSKA,ZACHODNIOPOMORSKIE,06/09/1986,MGE852768
rec-0134-org,LAURA,ZOFIA,RYBAK,DOLNOŚLĄSKIE,28/12/1988,DCE797231
rec-0135-org,ALICJA,AMANDA,GĄSIOREK,PODLASKIE,30/07/1954,FWM032288
rec-0136-org,LAURA,MATYLDA,PAWŁOWSKA,POMORSKIE,21/03/1979,GKG145668
rec-0137-dup-0,MARYA,,KOSTRZEWA,ŚWIĘTOKRZYSKIE,27/07/2008,
rec-0137-org,MARIA,KATARZYNA,KOSTRZEWA,ŚWIĘTOKRZYSKIE,27/07/2008,CDY683138
rec-0138-dup-0,ROŹALIA,ZOFIA,SOBOLEVSKA,WARMIŃSKO-MAZURSKIE,11/09/1963,
