rec_id,first_name,second_name,last_name,region,birth_date,personal_id
rec-0000-org,ZOFIA,ZOFIA,ZAWADZKA,DOLNOŚLĄSKIE,22/11/1964,ZFH551442
rec-0001-dup-0,ALEKSANDRA,EWA,RUDNYCKA,PODKARPACKIE,30/09/1939,FCY201591
rec-0001-org,ALEKSANDRA,EWA,RUDNICKA,PODKARPACKIE,30/09/1993,FCY201501
rec-0002-dup-0,ANNA,,KALYNOWSKA,ŚLĄSKIE,11/01/1963,
rec-0002-org,ANNA,MARIA,KALINOWSKA,ŚLĄSKIE,11/01/1963,LLL971376
rec-0003-org,JULIA,BOGUMIŁA,NOWICKA,DOLNOŚLĄSKIE,13/10/1964,YMZ719602
rec-0004-org,ALICJA,MARIA,JAMRÓZ,MAZOWIECKIE,27/12/1973,ZDJ589328
rec-0005-org,BLANKA,EDYTA,LEWANDOWSKA,ZACHODNIOPOMORSKIE,20/03/2012,NHR509265
rec-0006-org,WERONIKA,WIKTORIA,SOKOŁOWSKA,ŚLĄSKIE,19/06/1976,GLK316557
rec-0007-org,NELA,MARIA,GAJEWSKA,WARMIŃSKO-MAZURSKIE,01/08/1950,KAT347144
rec-0008-org,MAGDALENA,CATALEYA,LEŚNIAK,MAŁOPOLSKIE,07/01/1984,EGC974752
rec-0009-org,EMILIA,JOANNA,KACZYŃSKA,PODKARPACKIE,21/05/1966,SSR042481
rec-0010-org,NATALIA,KAROLINA,KRÓL,MAZOWIECKIE,29/05/1991,DEX224923
rec-0011-dup-0,,HELENA,DRZEWIIECKA,MAZOWIECKIE,25/09/1962,
rec-0011-org,LAURA,HELENA,DRZEWIECKA,MAZOWIECKIE,25/09/1962,FAF207650
rec-0012-org,ADRIANNA,MAGDALENA,SZCZYGIEŁ,WIELKOPOLSKIE,01/09/1936,GLP078173
rec-0013-dup-0,GABRIIIIELA,JULIA,BYAŁAS,ŁÓDZKIE,04/09/2009,FED53593q
rec-0013-org,GABRIELA,JULIA,BIAŁAS,ŁÓDZKIE,04/09/2009,FED535931
rec-0014-org,LAURA,JOANNA,BEDNARSKA,POMORSKIE,21/01/1961,YJF870551
rec-0015-org,LUNA,BARBARA,MUSIAŁ,PODKARPACKIE,07/05/1966,RFD618646
rec-0016-org,GABRIELA,TORA,ORŁOWSKA,MAZOWIECKIE,23/08/1968,PYP503253
rec-0017-org,ZOFIA,ADELA,MICHALSKA,DOLNOŚLĄSKIE,29/04/1945,TSS741605
rec-0018-org,ALEKSANDRA,MONIKA,KOZA,KUJAWSKO-POMORSKIE,29/09/1984,WWE286633
rec-0019-dup-0,,,NA,ZACHODNIOPOMORSKIE,27/08/1940,TAZ302544
rec-0019-org,LENA,IRENA,WALCZAK,ZACHODNIOPOMORSKIE,27/08/1940,TAZ302544
rec-0020-org,ZUZANNA,ROZALIA,JASIŃSKA,WIELKOPOLSKIE,15/10/2009,EYE838397
rec-0021-org,SONIA,ANNA,WIECZOREK,WARMIŃSKO-MAZURSKIE,13/04/2005,DYX472766
rec-0022-org,MAJA,MARTA,OSTROWSKA,PODLASKIE,05/07/1943,AST186532
rec-0023-org,MAJA,ALICJA,RUDZIŃSKA,WARMIŃSKO-MAZURSKIE,01/01/1940,PWL704386
