rec_id,first_name,second_name,last_name,region,birth_date,personal_id
rec-0000-dup-0,LENA,,ZIELIIIŃSKA,ŚLĄSKIE,11/08/1946,RZW006857
rec-0000-org,LENA,MARIA,ZIELIŃSKA,ŚLĄSKIE,11/08/1964,RZW006857
rec-0001-dup-0,ZUZANNA,,LIS,WIELKOPOLSKIE,07/08/2031,
rec-0001-org,ZUZANNA,EWA,LIS,WIELKOPOLSKIE,07/08/2013,HAE493791
rec-0002-org,HELENA,KAROLINA,KAŹMIERCZAK,LUBUSKIE,30/04/1979,EZD104348
rec-0003-org,EMILIA,JANINA,TUREK,DOLNOŚLĄSKIE,16/11/1953,WKM729271
rec-0004-org,DIANA,ANITA,MARKIEWICZ,WARMIŃSKO-MAZURSKIE,04/08/1934,DZW798224
rec-0005-org,WIKTORIA,IWONA,SZYMAŃSKA,MAŁOPOLSKIE,10/02/1978,NAE884238
rec-0006-dup-0,,LAURA,NA,PODLASKIE,12/04/1983,
rec-0006-org,ANTONINA,LAURA,MODRZEJEWSKA,PODLASKIE,12/04/1983,PLX875069
rec-0007-org,IZABELA,LILIANNA,KRAJEWSKA,WIELKOPOLSKIE,08/05/1999,DRN132830
rec-0008-org,WIKTORIA,ANNA,KRUK,POMORSKIE,13/02/1997,CWM210665
rec-0009-dup-0,MARTZELINA,,POPŁAWSKA,WIELKOPOLSKIE,16/04/1925,MHT878131
rec-0009-org,MARCELINA,NATALIA,POPŁAWSKA,WIELKOPOLSKIE,16/04/1952,MHT878131
rec-0010-org,LAURA,BARBARA,KOWALSKA,WARMIŃSKO-MAZURSKIE,02/04/1956,RPG481353
rec-0011-org,ZOFIA,JOANNA,GÓRSKA,WIELKOPOLSKIE,27/09/1973,WRK264209
rec-0012-dup-0,,,SOŁTYS,MAŁOPOLSKIE,24/07/2001,TCP987u23
rec-0012-org,LEILA,KAMILA,SOŁTYS,MAŁOPOLSKIE,24/07/2001,TCP987723
rec-0013-dup-0,,,NOŁAK,ŁÓDZKIE,05/03/1960,ZJA773584
rec-0013-org,BLANKA,ANTONINA,NOWAK,ŁÓDZKIE,05/03/1960,ZJA773584
rec-0014-dup-0,ALITZJA,,BĄK,WIELKOPOLSKIE,17/08/1965,EKR3890q3
rec-0014-org,ALICJA,BARBARA,BĄK,WIELKOPOLSKIE,17/08/1965,EKR389012
rec-0015-org,HELENA,HELENA,OLEJNICZAK,WIELKOPOLSKIE,28/08/1942,GYY067809
rec-0016-org,WANDA,WERONIKA,CIEŚLIK,WIELKOPOLSKIE,04/02/1978,ARR414724
rec-0017-dup-0,POLA,,NA,ŚLĄSKIE,24/10/1957,
rec-0017-org,POLA,DOROTA,BOBER,ŚLĄSKIE,24/10/1957,PED257338
rec-0018-dup-0,NELA,,BARON,ŁÓDZKIE,25/10/1945,JLEo80417
rec-0018-org,NELA,MARIA,BARON,ŁÓDZKIE,25/10/1954,JLE080417
rec-0019-dup-0,MAJA,,SZYDLOWSKA,ŁÓDZKIE,02/03/1963,NLK568835
rec-0019-org,MAJA,MARZENA,SZYDŁOWSKA,ŁÓDZKIE,02/03/1963,NLK568935
rec-0020-org,WIKTORIA,MARIA,KORZENIOWSKA,MAŁOPOLSKIE,30/03/1980,RSP604307
rec-0021-org,NICOLA,MARIA,WYSOCKA,KUJAWSKO-POMORSKIE,10/02/1977,YFT425829
rec-0022-dup-0,,,NA,LUBELSKIE,06/11/1955,SCH794867
rec-0022-org,BARBARA,ANNA,KALETA,LUBELSKIE,06/11/1955,SCH794867
rec-0023-org,NAOMI,WALENTYNA,SAWICKA,OPOLSKIE,19/08/2010,WMR481855
rec-0024-org,ADRIANNA,KATARZYNA,WOLAK,MAZOWIECKIE,17/07/1929,YRW042290
rec-0025-org,GAJA,ZOFIA,MAŚLANKA,MAZOWIECKIE,30/06/1982,JDK626154
rec-0026-dup-0,MARIIIA,,ŹAWADZKA,MAZOWIECKIE,03/06/1991,MNN488552
rec-0026-org,MARIA,SOPHIA,ZAWADZKA,MAZOWIECKIE,03/06/1991,MNN488552
rec-0027-org,LENA,OCTAVIA,MAZURKIEWICZ,WARMIŃSKO-MAZURSKIE,02/12/1969,EZD518754
rec-0028-org,ZUZANNA,CECYLIA,BOREK,DOLNOŚLĄSKIE,24/09/1994,RCC117338
rec-0029-org,KLARA,HANNA,MIKA,OPOLSKIE,22/11/1964,RLT059229
rec-0030-org,NADIA,MARIA,GIL,DOLNOŚLĄSKIE,09/10/1982,HER599926
rec-0031-org,ANIELA,KATARZYNA,JANKOWSKA,ZACHODNIOPOMORSKIE,26/12/1981,TNS366773
rec-0032-org,MATYLDA,WERONIKA,KOPCZYŃSKA,PODLASKIE,30/09/1931,CMW570727
rec-0033-org,MARIA,MAGDALENA,WOŚ,POMORSKIE,23/08/1992,LJR326101
rec-0034-org,JOANNA,BERNADETA,WOŹNIAK,ŚLĄSKIE,03/07/2007,TTX432640
rec-0035-dup-0,NIIKOLA,AURELIA,GYL,PODKARPACKIE,06/02/1986,
rec-0035-org,NIKOLA,AURELIA,GIL,PODKARPACKIE,06/02/1986,JED066039
rec-0036-dup-0,,WIKTORIA,GRYBOWSKA,,28/09/1987,GSG011723
rec-0036-org,AGATA,WIKTORIA,GRZYBOWSKA,ŁÓDZKIE,28/09/1987,GSG011723
rec-0037-dup-0,KORNELYA,,KOZERA,DOLNOŚLĄSKIE,09/05/1947,GPE885251
rec-0037-org,KORNELIA,ALINA,KOZERA,DOLNOŚLĄSKIE,09/05/1974,GPE885251
rec-0038-org,ELIZA,MICHALINA,CHOJNACKA,MAŁOPOLSKIE,05/05/2010,AAM618278
rec-0039-org,DARYNA,TERESA,SZYMCZAK,LUBELSKIE,01/02/1998,GDA515349
rec-0040-org,OLIWIA,MARIA,WIERZBICKA,DOLNOŚLĄSKIE,03/01/1974,SSY503945
rec-0041-org,LAURA,EWA,WILK,MAZOWIECKIE,02/02/1967,PDX156201
rec-0042-dup-0,MARTZELINA,MAGDALENA,LIPINSKA,MAŁOPOLSKIE,06/08/1956,AWN640917
rec-0042-org,MARCELINA,MAGDALENA,LIPIŃSKA,MAŁOPOLSKIE,06/08/1965,AWN640917
rec-0043-org,KALINA,AMELIA,BIELECKA,DOLNOŚLĄSKIE,21/05/1985,FLN092505
rec-0044-dup-0,,DOMINIKA,GODLEFSKA,MAŁOPOLSKIE,15/02/1907,JDH575192
rec-0044-org,ANASTAZJA,DOMINIKA,GODLEWSKA,MAŁOPOLSKIE,15/02/1970,JDH575192
rec-0045-org,WIKTORIA,AGNIESZKA,KASPRZYK,WIELKOPOLSKIE,01/03/1998,HKL611105
rec-0046-org,RÓŻA,MARIA,MARCINIAK,ŁÓDZKIE,26/05/1952,FZN803066
rec-0047-org,POLA,MARIA,WOLSKA,ŚWIĘTOKRZYSKIE,29/08/1968,YGD662690
rec-0048-org,ERIKA,SOFIA,KOGUT,MAŁOPOLSKIE,13/02/1951,FYX743031
rec-0049-org,EMILIA,WERONIKA,SOŁTYSIAK,ŚLĄSKIE,06/10/1985,JRM305558
rec-0050-dup-0,HANNA,,KOŻENYOVSKA,DOLNOŚLĄSKIE,09/08/1959,MCW500610
rec-0050-org,HANNA,ANNA,KORZENIOWSKA,DOLNOŚLĄSKIE,09/08/1995,MCW500610
rec-0051-org,POLA,JULIA,DŁUGOSZ,PODLASKIE,21/12/1987,CFL886594
rec-0052-org,ANIELA,KATARZYNA,JANUSZEWSKA,DOLNOŚLĄSKIE,18/03/2011,GMW124757
rec-0053-org,HANNA,LAURA,CZYŻ,ŚLĄSKIE,26/11/1969,LXT332597
rec-0054-org,SOFIYA,IGA,SAWICKA,ŚLĄSKIE,24/10/1997,PEG701085
rec-0055-org,OLIWIA,ŁUCJA,SIKORA,MAŁOPOLSKIE,19/07/1941,APT939274
rec-0056-org,KORNELIA,KAMILA,MROWIEC,WIELKOPOLSKIE,08/12/1959,MKP058813
rec-0057-dup-0,POLA,IRENA,ŚLIVIŃSKA,,22/07/2090,FEL805517
rec-0057-org,POLA,IRENA,ŚLIWIŃSKA,MAŁOPOLSKIE,22/07/2009,FEL805517
rec-0058-org,ROKSANA,WERONIKA,KOWALSKA,ŚWIĘTOKRZYSKIE,13/05/1954,TTE615093
rec-0059-org,GABRIELA,JULIA,WIŚNIEWSKA,POMORSKIE,12/12/1941,PAD468668
rec-0060-org,EMILIA,MARIA,KACPRZAK,DOLNOŚLĄSKIE,21/07/1975,AYL344714
rec-0061-org,LAURA,DANUTA,SZCZEPAŃSKA,PODKARPACKIE,20/04/2009,ZGL500403
rec-0062-dup-0,MARIIA,HELENA,WITKOWSKA,,24/04/1949,XRS85455i
rec-0062-org,MARIA,HELENA,WITKOWSKA,MAZOWIECKIE,24/04/1949,XRS854559
rec-0063-org,NADIA,MARIA,MICHALCZYK,DOLNOŚLĄSKIE,30/03/1975,SXE725892
rec-0064-dup-0,,WANDA,URBAŃTZZYK,POMORSKIE,22/09/1962,REF207362
rec-0064-org,ALEKSANDRA,WANDA,URBAŃCZYK,POMORSKIE,22/09/1962,REF107361
rec-0065-dup-0,MARIIA,HELENA,TOMASZEWSKA,,09/04/1978,CTJ056887
rec-0065-org,MARIA,HELENA,TOMASZEWSKA,MAZOWIECKIE,09/04/1987,CTJ056887
rec-0066-org,KORNELIA,MARIA,MACIEJEWSKA,POMORSKIE,06/03/2006,YWE197669
rec-0067-org,WANDA,OLGA,GAŁECKA,ŚLĄSKIE,30/01/1949,XAJ444479
rec-0068-org,ANTONINA,MARIA,CZARNECKA,WIELKOPOLSKIE,02/07/1993,KRG241068
rec-0069-dup-0,ANTONINA,,NOWIICKA,,20/01/1985,RSX902724
rec-0069-org,ANTONINA,WIKTORIA,NOWICKA,PODKARPACKIE,20/01/1985,RSX902724
rec-0070-dup-0,LIINA,BARBARA,TKATZZYK,PODKARPACKIE,19/03/1917,FCA680621
rec-0070-org,LINA,BARBARA,TKACZYK,PODKARPACKIE,19/03/1971,FCA680621
rec-0071-org,ALICJA,JANINA,NOWAK,PODLASKIE,28/02/1960,MPS792179
rec-0072-dup-0,ASTRIID,,NA,MAŁOPOLSKIE,18/11/1981,NDN023912
rec-0072-org,ASTRID,WERONIKA,STANKIEWICZ,MAŁOPOLSKIE,18/11/1981,NDN023912
rec-0073-org,IGA,GABRIELA,DUDZIK,WARMIŃSKO-MAZURSKIE,26/10/1949,YYY013341
rec-0074-org,ANASTAZJA,BEATA,ZARĘBSKA,ŚLĄSKIE,16/02/1961,PZH066812
rec-0075-org,ALEKSANDRA,ANASTAZJA,MORAWSKA,KUJAWSKO-POMORSKIE,18/05/1977,XZE345550
rec-0076-dup-0,,IZABELA,ROKICKA,ŚLĄSKIE,14/10/1908,
rec-0076-org,OLIWIA,IZABELA,ROKICKA,ŚLĄSKIE,14/10/1980,GJW023352
rec-0077-org,ANGELIKA,ANNA,MORAWSKA,ŁÓDZKIE,23/08/2011,DMX702814
rec-0078-dup-0,MYLENA,,SZYMANISKA,LUBUSKIE,24/04/2021,PJX703317
rec-0078-org,MILENA,MARIA,SZYMAŃSKA,LUBUSKIE,24/04/2021,PJX703317
rec-0079-org,ZOFIA,JULIA,RUSEK,POMORSKIE,24/12/1979,RKF461935
rec-0080-org,LILIANA,MARIA,JAKUBOWSKA,ŚLĄSKIE,29/06/1940,WDD892944
rec-0081-org,MARIA,ZOFIA,JAŚKIEWICZ,PODKARPACKIE,13/09/1984,LJS877770
rec-0082-org,LIDIA,ANASTAZJA,KARPIŃSKA,WIELKOPOLSKIE,11/09/1967,MWD085802
rec-0083-org,POLA,IGA,DOBROWOLSKA,LUBELSKIE,18/11/1967,SYN092606
rec-0084-org,OLIWIA,MARIA,MILCZAREK,ZACHODNIOPOMORSKIE,08/10/1984,RCE888669
rec-0085-dup-0,,,TZEBULA,KUJAWSKO-POMORSKIE,21/06/1961,WCS072577
rec-0085-org,HELENA,NATALIA,CEBULA,KUJAWSKO-POMORSKIE,21/06/1961,WCS072577
rec-0086-org,BLANKA,PAULINA,NOWAK,KUJAWSKO-POMORSKIE,21/09/1977,XPN833753
rec-0087-dup-0,,MARTYNA,NA,KUJAWSKO-POMORSKIE,14/02/1987,KGFr52179
rec-0087-org,JULIA,MARTYNA,JANKOWSKA,KUJAWSKO-POMORSKIE,14/02/1987,KGF552179
rec-0088-org,JULIA,MARIA,NOWAK,DOLNOŚLĄSKIE,15/08/1978,DWA921959
rec-0089-org,IGA,MARIA,KOWALIK,POMORSKIE,16/11/1981,TFZ136188
rec-0090-org,NELA,WERONIKA,KOWALCZYK,ZACHODNIOPOMORSKIE,12/10/1973,WHN417350
rec-0091-org,MATYLDA,ZOFIA,BRZEZIŃSKA,ŚLĄSKIE,19/05/2016,ZGM128482
rec-0092-org,JOSEPHINE,EMILIA,PISZCZEK,MAZOWIECKIE,03/11/1988,HXZ178283
rec-0093-org,ANTONINA,KAROLINA,STANKIEWICZ,LUBELSKIE,14/09/1971,WSY359272
rec-0094-org,KORNELIA,ANETA,WYSOCKA,DOLNOŚLĄSKIE,07/02/1978,TDS476159
rec-0095-org,HELENA,WERONIKA,SKOWRON,MAŁOPOLSKIE,27/09/1945,EFT594824
rec-0096-org,KLARA,HELENA,CHMIELEWSKA,PODLASKIE,03/02/1970,LRE915423
rec-0097-org,ADRIANNA,MARIA,PIETRZAK,MAZOWIECKIE,15/04/1977,ZAN664741
rec-0098-dup-0,BIIYANKA,ALICJA,KASPŻAK,PODLASKIE,09/05/1972,
rec-0098-org,BIANKA,ALICJA,KASPRZAK,PODLASKIE,09/05/1972,TCN675581
rec-0099-dup-0,POLA,MARTA,NA,PODLASKIE,24/02/1935,HRG339r47
rec-0099-org,POLA,MARTA,GRZYB,PODLASKIE,24/02/1953,HRG339537
rec-0100-org,LAURA,ZOFIA,RUCIŃSKA,ZACHODNIOPOMORSKIE,10/05/2010,WEL171938
rec-0101-org,MARCELINA,ANIELA,KRAWCZYK,WIELKOPOLSKIE,17/01/2008,ZDJ203163
rec-0102-dup-0,ŻOFYA,,KOZIOŁ,ŚWIĘTOKRZYSKIE,06/08/1989,
rec-0102-org,ZOFIA,ANGELIKA,KOZIOŁ,ŚWIĘTOKRZYSKIE,06/08/1989,WNT714819
rec-0103-org,KLARA,IRENA,KAROLAK,MAZOWIECKIE,23/10/1951,FXS853750
rec-0104-dup-0,HANNA,,NA,LUBELSKIE,01/07/1963,NPG7460t7
rec-0104-org,HANNA,ANASTAZJA,PLICHTA,LUBELSKIE,01/07/1963,NPG746056
rec-0105-org,ZOFIA,NADZIEJA,LASKOWSKA,DOLNOŚLĄSKIE,17/08/2005,HXE772017
rec-0106-org,HANNA,EMMA,OLEJNICZAK,ŚLĄSKIE,27/08/1961,MTM492938
rec-0107-dup-0,LUCJA,ANNA,BANASRZEK,ŁÓDZKIE,27/10/1951,WXN44t238
rec-0107-org,ŁUCJA,ANNA,BANASZEK,ŁÓDZKIE,27/10/1951,WXN445238
rec-0108-org,JAGODA,ANNA,NOWACKA,MAZOWIECKIE,20/12/2000,LGP685795
rec-0109-org,JAGODA,LIDIA,KRAKOWSKA,WIELKOPOLSKIE,10/08/1980,THY650254
rec-0110-dup-0,,,KUREK,MAZOWIECKIE,12/01/1988,HMC973036
rec-0110-org,MARIA,JULITA,KUREK,MAZOWIECKIE,12/01/1988,HMC973936
rec-0111-dup-0,LAURA,,VITEK,DOLNOŚLĄSKIE,05/10/1947,PXC023883
rec-0111-org,LAURA,AURELIA,WITEK,DOLNOŚLĄSKIE,05/10/1974,PXC023883
rec-0112-dup-0,IIIGA,MARTA,SAWIICKA,ŁÓDZKIE,03/06/1956,
rec-0112-org,IGA,MARTA,SAWICKA,ŁÓDZKIE,03/06/1956,NXW935674
rec-0113-dup-0,,MICHALINA,NA,MAZOWIECKIE,02/12/1988,LRE655494
rec-0113-org,OLIWIA,MICHALINA,ŚWIĄTEK,MAZOWIECKIE,02/12/1988,LRE655594
rec-0114-org,MAJA,DIANA,BEDNARSKA,MAŁOPOLSKIE,26/04/2018,CFG215207
rec-0115-org,MARIA,ANNA,KACZOROWSKA,WIELKOPOLSKIE,31/10/2003,PHF954869
rec-0116-org,OLIWIA,ŁUCJA,KWIATKOWSKA,ŚLĄSKIE,22/04/1930,DEJ444527
rec-0117-dup-0,,,SZEVCZYK,MAZOWIECKIE,08/04/1974,ERL456720
rec-0117-org,KALINA,JUSTYNA,SZEWCZYK,MAZOWIECKIE,08/04/1974,ERL456720
rec-0118-org,KAJA,BEATA,PIĘTKA,WIELKOPOLSKIE,17/01/1998,KCS557733
rec-0119-org,HANNA,FRANCISZKA,SIWEK,MAZOWIECKIE,16/02/1929,AJL361125
rec-0120-org,NADIA,ANNA,NOWICKA,ŚLĄSKIE,15/09/1961,MZG980521
rec-0121-dup-0,ŹUZANNA,WIKTORIA,VOJTCZAK,WIELKOPOLSKIE,22/07/1973,RTJ764u3p
rec-0121-org,ZUZANNA,WIKTORIA,WOJTCZAK,WIELKOPOLSKIE,22/07/1973,RTJ764730
rec-0122-org,ŁUCJA,DARIA,SZUBA,MAŁOPOLSKIE,08/02/1970,NFH275726
rec-0123-org,POLA,BEATA,CIEŚLAK,ŚWIĘTOKRZYSKIE,03/08/1972,SGN236143
rec-0124-org,IGA,KRYSTYNA,MIKA,WARMIŃSKO-MAZURSKIE,01/10/1945,GWT734685
rec-0125-dup-0,OLIWYA,HELENA,MROTZZEK,PODKARPACKIE,27/01/1962,NHM44q7o1
