rec_id,first_name,second_name,last_name,region,birth_date,personal_id
rec-0000-dup-0,OLIWIA,DOROTA,NA,,28/07/1967,DKY45i205
rec-0000-org,OLIWIA,DOROTA,PIĄTEK,KUJAWSKO-POMORSKIE,28/07/1967,DKY459205
rec-0001-org,BIANKA,BARBARA,MIERZWA,ŚLĄSKIE,30/07/1998,ZXL378283
rec-0002-org,HANNAH,MARIA,ROSIŃSKA,ŚLĄSKIE,07/04/1989,KSS161873
rec-0003-dup-0,MARZENA,,MIIERZEJEWSKA,,04/09/1999,HJT408764
rec-0003-org,MARZENA,HALINA,MIERZEJEWSKA,ZACHODNIOPOMORSKIE,04/09/1999,HJT408764
rec-0004-org,ANASTAZJA,WALENTYNA,WRÓBEL,DOLNOŚLĄSKIE,01/10/1994,PJJ055676
rec-0005-dup-0,EMIILIA,,PAWLIKOVSKA,DOLNOŚLĄSKIE,21/07/2000,EYT875586
rec-0005-org,EMILIA,ALEKSANDRA,PAWLIKOWSKA,DOLNOŚLĄSKIE,21/07/2000,EYT875586
rec-0006-dup-0,KAJA,,SKOVRONEK,POMORSKIE,22/10/2000,MRC48p458
rec-0006-org,KAJA,MARTA,SKOWRONEK,POMORSKIE,22/10/2000,MRC480458
rec-0007-org,OLIWIA,FAUSTYNA,CHUDZIK,MAŁOPOLSKIE,02/05/1999,XRP106097
rec-0008-org,POLA,GABRIELA,WAWRZYNIAK,MAŁOPOLSKIE,19/10/1977,JWL204079
rec-0009-dup-0,ALIICJA,,KRUPA,,26/02/1990,KFH353469
rec-0009-org,ALICJA,ANIELA,KRUPA,POMORSKIE,26/02/1990,KFH353469
rec-0010-org,DOMINIKA,MARIA,PORĘBSKA,PODKARPACKIE,28/09/1977,GXK335523
rec-0011-org,LILIANA,OLGA,TOKARSKA,ŚLĄSKIE,10/10/1983,DDL432561
rec-0012-org,ŁUCJA,BARBARA,GÓRALCZYK,ŚLĄSKIE,24/05/1991,ELT394134
rec-0013-dup-0,,,NA,MAZOWIECKIE,14/11/1999,JJP284436
rec-0013-org,MELANIA,SOPHIA,KOWALCZYK,MAZOWIECKIE,14/11/1999,JJP284436
rec-0014-org,JOWITA,MAGDALENA,ORŁOWSKA,ŚLĄSKIE,28/05/2001,GWF959936
rec-0015-org,LENA,AGNIESZKA,NADOLSKA,WIELKOPOLSKIE,30/12/1973,XTJ533824
rec-0016-dup-0,,,OSTROŁSKA,MAZOWIECKIE,25/05/1992,XZY061322
rec-0016-org,MARCELINA,SŁAWOMIRA,OSTROWSKA,MAZOWIECKIE,25/05/1992,XZY061322
rec-0017-org,NINA,JOANNA,NOWAK,PODKARPACKIE,20/07/1955,JXE144618
rec-0018-org,MARTYNA,OLIWIA,PIETRZAK,MAŁOPOLSKIE,08/06/1992,SHM392834
rec-0019-org,JULIA,AGATA,NIEMIEC,MAŁOPOLSKIE,12/12/1966,FGT604705
rec-0020-org,TOLA,ANNA,PIEKARSKA,MAZOWIECKIE,04/05/1977,WSN695887
rec-0021-org,NELA,ANNA,TOMASZEWSKA,MAZOWIECKIE,10/12/1966,CDX629032
rec-0022-org,KRYSTYNA,ANNA,BALCERZAK,WIELKOPOLSKIE,01/03/2016,JKD824237
rec-0023-org,MATYLDA,AGATA,SOCHA,WIELKOPOLSKIE,21/11/1980,DSS262991
